TransactionID,isFraud
3663549,0.0038057922725652634
3663550,0.0062331140855903825
3663551,0.010708816042781125
3663552,0.002882468973062105
3663553,0.0015574344206617861
3663554,0.0013247594602991259
3663555,0.009759280952541222
3663556,0.048435519019419775
3663557,0.002812006961927677
3663558,0.008090111317958181
3663559,0.005863255141924097
3663560,0.0016419949383260468
3663561,0.010944321006214576
3663562,0.002157355050235883
3663563,0.006455307371298628
3663564,0.0017877115176869534
3663565,0.0025271368513763793
3663566,0.002462157074664568
3663567,0.006586170111381444
3663568,0.0036374688840841284
3663569,0.010370054404466228
3663570,0.008442843690627626
3663571,0.0076629380932272464
3663572,0.007277425752155163
3663573,0.002522407489606094
3663574,0.007034332110166276
3663575,0.008760038962400478
3663576,0.011126676417510391
3663577,0.007164299842219858
3663578,0.005611290757894838
3663579,0.024399803602133393
3663580,0.0016529234842828436
3663581,0.018307623406485393
3663582,0.007916532644103755
3663583,0.0025862992692557174
3663584,0.005415391683547134
3663585,0.01877411113852131
3663586,0.02658640403912947
3663587,0.023673337806471337
3663588,0.030298291213750123
3663589,0.020150647358251426
3663590,0.0028131749245135667
3663591,0.0014083160032686535
3663592,0.007713558573921297
3663593,0.0037541202628398294
3663594,0.0596877834764628
3663595,0.0036549417810565225
3663596,0.0011912214651643963
3663597,0.003379344802981375
3663598,0.017378160513165933
3663599,0.001811961980177786
3663600,0.005330945191629519
3663601,0.03608627192426778
3663602,0.07059409863138881
3663603,0.002771423650494778
3663604,0.005056396764406084
3663605,0.0306712351436799
3663606,0.0062099608653962465
3663607,0.00837156231275103
3663608,0.0037814606951219105
3663609,0.003796470479572502
3663610,0.0038842291577931075
3663611,0.0012087153813052577
3663612,0.0010638951105359953
3663613,0.0033280366968051816
3663614,0.007810976008874466
3663615,0.004693684366959881
3663616,0.011043827182285896
3663617,0.00263375822871268
3663618,0.004080369491790218
3663619,0.002254401554909665
3663620,0.007448863188002483
3663621,0.005949250701477327
3663622,0.008383857780880133
3663623,0.008470852073291908
3663624,0.011686221765360825
3663625,0.003060946508832178
3663626,0.010156332206037972
3663627,0.006263144644317907
3663628,0.007583678149897684
3663629,0.006517535595642453
3663630,0.0016802488325464624
3663631,0.014652286354341282
3663632,0.0018665666435567314
3663633,0.0015447506223159333
3663634,0.00746743450451679
3663635,0.0030961740573595808
3663636,0.01730704113093972
3663637,0.009731986249119171
3663638,0.00466413619299631
3663639,0.0028714664472562603
3663640,0.002868005264044886
3663641,0.0034587635615671505
3663642,0.005695186860030581
3663643,0.0026447644194496794
3663644,0.0017631214698318137
3663645,0.0012734077870338028
3663646,0.012734051224816469
3663647,0.0029692121572170807
3663648,0.0032424003768335035
3663649,0.0031413202700144756
3663650,0.011778396759361416
3663651,0.00671051163367026
3663652,0.005008759423412464
3663653,0.002611478596735186
3663654,0.0027943717002925175
3663655,0.0441651534221746
3663656,0.005028190427481082
3663657,0.0059325725368910625
3663658,0.0020974956051311
3663659,0.001457306921699923
3663660,0.002548003933691599
3663661,0.016423166278689474
3663662,0.0016267384603606573
3663663,0.016099848512442227
3663664,0.001332259022389256
3663665,0.00539804618894158
3663666,0.001197084609898789
3663667,0.0033635436097914947
3663668,0.002502921707465991
3663669,0.006236613999975071
3663670,0.002836187062283843
3663671,0.0028326975270935224
3663672,0.0067619717409032765
3663673,0.004272974269807118
3663674,0.008178232227332601
3663675,0.001503361586125647
3663676,0.0020904360942370884
3663677,0.0013551852941072848
3663678,0.002956393675283353
3663679,0.005059530118992024
3663680,0.008313420426355453
3663681,0.0016013285907900147
3663682,0.01088376856227762
3663683,0.0020680287580757445
3663684,0.005856247771173386
3663685,0.0058200225793305724
3663686,0.00621981634112701
3663687,0.002119598045316287
3663688,0.004697794633277498
3663689,0.0019383495165331871
3663690,0.002554785261375716
3663691,0.0011110580417497725
3663692,0.00593859555451254
3663693,0.0019485191898371773
3663694,0.0014928538800105557
3663695,0.014114123645344957
3663696,0.0021750443882405015
3663697,0.0016039337579818506
3663698,0.0018551819714412463
3663699,0.013388442509326994
3663700,0.03421822398651807
3663701,0.009030938011584111
3663702,0.003537688231435425
3663703,0.001415325930777487
3663704,0.05306561559822662
3663705,0.11951965674825897
3663706,0.006208676781617271
3663707,0.0019022607312335692
3663708,0.011906819974071675
3663709,0.007857273275741688
3663710,0.030533435474094726
3663711,0.0036736494940866594
3663712,0.011351817093238504
3663713,0.06654335697870022
3663714,0.011265634722863157
3663715,0.006876401423504218
3663716,0.04012996081031384
3663717,0.0026598998613915764
3663718,0.002188116034416679
3663719,0.003984837778665209
3663720,0.0011261979783539244
3663721,0.013819879575176148
3663722,0.0032859452736584416
3663723,0.04154752099315518
3663724,0.004691352139126906
3663725,0.001828053505661536
3663726,0.008071219946413206
3663727,0.0014056267715530522
3663728,0.007943881903640723
3663729,0.011911165139449781
3663730,0.004392020348933457
3663731,0.0033353770266139836
3663732,0.002934615593537527
3663733,0.005967262085858417
3663734,0.001832119125769429
3663735,0.015488252207815252
3663736,0.001524109608615895
3663737,0.001274996446894096
3663738,0.001154758247527996
3663739,0.0012328939290719672
3663740,0.0016434765214497556
3663741,0.00579079486450205
3663742,0.0019484168611895788
3663743,0.0022628297082059544
3663744,0.008177133074566365
3663745,0.014134810145799863
3663746,0.006390838950907759
3663747,0.00632252264246585
3663748,0.0015393567174145429
3663749,0.005676577238305878
3663750,0.002801855067630095
3663751,0.0014726246787243051
3663752,0.0020837008029490423
3663753,0.011584146270184201
3663754,0.026545815791855054
3663755,0.03360594379432001
3663756,0.01250452690778546
3663757,0.009301935603082217
3663758,0.0035685240870015913
3663759,0.008687760055075293
3663760,0.0026514895221539042
3663761,0.020430462118325006
3663762,0.003167507094682833
3663763,0.010307022097433133
3663764,0.0011515453627774762
3663765,0.0022095530051563328
3663766,0.005684427383189217
3663767,0.0017389737432838579
3663768,0.004492570429510951
3663769,0.33970753091812866
3663770,0.003470364169681629
3663771,0.0049321770670917985
3663772,0.003980691240926742
3663773,0.07547394226792993
3663774,0.0032540772127553188
3663775,0.0027364383201807906
3663776,0.004957584050700132
3663777,0.0023664039725038895
3663778,0.1556342422671693
3663779,0.0017616906072710065
3663780,0.14764487948994198
3663781,0.0035305038190893653
3663782,0.004505952356037308
3663783,0.0018757890186152757
3663784,0.0012785858255486063
3663785,0.002924722156589852
3663786,0.00639853973876807
3663787,0.0029149449927020955
3663788,0.004655130702173394
3663789,0.002675918021272966
3663790,0.004212427872525441
3663791,0.0030413573870952705
3663792,0.007377207675953711
3663793,0.1430793234694204
3663794,0.004041374348082935
3663795,0.00405233660934494
3663796,0.0033737480010295547
3663797,0.017000634753958802
3663798,0.012497506267788868
3663799,0.05578358414875457
3663800,0.008105818276161
3663801,0.002215697894961035
3663802,0.0020471487075536332
3663803,0.0028140977671132815
3663804,0.0024833305015294176
3663805,0.005792135395670957
3663806,0.005699468656023161
3663807,0.0038271342319743853
3663808,0.002601377598208059
3663809,0.00571035893403065
3663810,0.0019563383216636867
3663811,0.2177186078074526
3663812,0.1620325034097296
3663813,0.14359549133167013
3663814,0.003002022810386636
3663815,0.004446385683263324
3663816,0.016118250607741275
3663817,0.001387994607820224
3663818,0.0051280666969027375
3663819,0.0018726331328044136
3663820,0.002512918981313386
3663821,0.19840635067244952
3663822,0.03143762123232102
3663823,0.017508890119938565
3663824,0.018870032966789428
3663825,0.0033200965725232972
3663826,0.012544005390315653
3663827,0.6070063743915554
3663828,0.5386533535990153
3663829,0.004486060656112966
3663830,0.009839352306734477
3663831,0.0026298817517988234
3663832,0.00402118646712573
3663833,0.014237421132898121
3663834,0.002298894009376979
3663835,0.010506879339146397
3663836,0.66698675501433
3663837,0.006116550131962722
3663838,0.0029235514103469634
3663839,0.025978608393346016
3663840,0.004511368430263667
3663841,0.008326286415775009
3663842,0.0008850920291482735
3663843,0.005212911907760134
3663844,0.0013406142317752155
3663845,0.005951026850281566
3663846,0.002217450576996509
3663847,0.00728759166747768
3663848,0.14005610127602514
3663849,0.03192576225022237
3663850,0.0024285092567464823
3663851,0.013856956680677724
3663852,0.0019815325665897667
3663853,0.003440937551674073
3663854,0.000888169509311719
3663855,0.00412085526784937
3663856,0.004565382072032854
3663857,0.005561366686504996
3663858,0.20924431218451797
3663859,0.010588157121652762
3663860,0.013493672013155517
3663861,0.004580968329535184
3663862,0.0015388114230356568
3663863,0.003213003210614174
3663864,0.006597376286550579
3663865,0.0028497142228968986
3663866,0.0023362395738382074
3663867,0.0034328200730994823
3663868,0.002068957901091209
3663869,0.015837778977000446
3663870,0.0012751720760488753
3663871,0.007047225286730113
3663872,0.0022785801797613357
3663873,0.002485223439924589
3663874,0.0031040366422555496
3663875,0.012635147899170522
3663876,0.01592313115169752
3663877,0.00312095843297023
3663878,0.0010166862495716933
3663879,0.0024890113077642153
3663880,0.006512090728604749
3663881,0.029576893794991822
3663882,0.003170837129653142
3663883,0.0033537890732855268
3663884,0.02757640310137962
3663885,0.004318740254791034
3663886,0.0041254286768280315
3663887,0.002615770349151714
3663888,0.004598262126973027
3663889,0.024632480266660418
3663890,0.005187549108698285
3663891,0.028202576445325384
3663892,0.008227352004997805
3663893,0.010828772116894859
3663894,0.003540906581989718
3663895,0.014454621808945823
3663896,0.019125407030277704
3663897,0.0020501047187440054
3663898,0.16048105910826865
3663899,0.0017478262621074788
3663900,0.0770624303998716
3663901,0.008112074370289213
3663902,0.0027835576915401197
3663903,0.0029443793479629987
3663904,0.006416403541840148
3663905,0.007712751483149293
3663906,0.0030571578484320803
3663907,0.003956598248775545
3663908,0.00413312458773892
3663909,0.054039296309214425
3663910,0.0013098281905900187
3663911,0.0535890643034806
3663912,0.0057795320346076704
3663913,0.0033091474608806957
3663914,0.0019249117641316437
3663915,0.002044642302125948
3663916,0.005199596054210178
3663917,0.0050660545740929775
3663918,0.0022572467643078523
3663919,0.018308509014966765
3663920,0.002346775079129625
3663921,0.005731769243463313
3663922,0.009907566741824194
3663923,0.0020851234619849207
3663924,0.008141796046495077
3663925,0.022172423073948583
3663926,0.003030704280652399
3663927,0.01018514413356886
3663928,0.0022666070727517707
3663929,0.009979432264349773
3663930,0.0029836825338339147
3663931,0.0018395455169708055
3663932,0.002672441719617972
3663933,0.014441719090071475
3663934,0.0056758586158172425
3663935,0.0028036025757946486
3663936,0.004446204771277249
3663937,0.004436773261954285
3663938,0.05083596330152113
3663939,0.015548046322603362
3663940,0.0017403848421805779
3663941,0.0028244375100164552
3663942,0.046316228627411034
3663943,0.0035305071306063617
3663944,0.012697772340206656
3663945,0.018870932290030125
3663946,0.01909343862971935
3663947,0.004598880635744102
3663948,0.0026427802537297936
3663949,0.061834209724387516
3663950,0.005387102381482236
3663951,0.0034716472346671304
3663952,0.0037721061828980655
3663953,0.0016680685140988162
3663954,0.0018522041071274893
3663955,0.0074379023484475405
3663956,0.0038937284788847695
3663957,0.00831245735475182
3663958,0.001736482298783797
3663959,0.0017599862438867373
3663960,0.005154890470065785
3663961,0.010805980514558087
3663962,0.0008118457511569546
3663963,0.0035566911469185445
3663964,0.007673947001367107
3663965,0.006556661398929111
3663966,0.0073904508221581825
3663967,0.003934611481999716
3663968,0.004461117290186519
3663969,0.0034442269649623196
3663970,0.00676176189319416
3663971,0.0017787904325213947
3663972,0.012452831533866523
3663973,0.0026894008382308695
3663974,0.012239337650701045
3663975,0.0031283189649017667
3663976,0.002036601747354244
3663977,0.008863455255636213
3663978,0.004501030955951679
3663979,0.004123990006159653
3663980,0.0019084713972852942
3663981,0.0030632153089856333
3663982,0.003620855696771684
3663983,0.020313406621350307
3663984,0.020172731181603332
3663985,0.017793468478738098
3663986,0.03588559502300899
3663987,0.00123710618830313
3663988,0.0012398521157233413
3663989,0.0031589772536867004
3663990,0.01392754759524996
3663991,0.003518782623093083
3663992,0.004521990493788882
3663993,0.02666933799585551
3663994,0.0014865120228714813
3663995,0.0015536977661368824
3663996,0.026351517661501414
3663997,0.027893702017286633
3663998,0.004050690829650267
3663999,0.04293848990443445
3664000,0.017018450485920784
3664001,0.0018571454098994709
3664002,0.016996439308171112
3664003,0.02923342872584604
3664004,0.001460821144989736
3664005,0.014105413703467138
3664006,0.006936410924295578
3664007,0.016752882619573264
3664008,0.007622821036485971
3664009,0.0026721738687109017
3664010,0.004556039015143018
3664011,0.0036320854513069824
3664012,0.003491554113285619
3664013,0.004938620462894965
3664014,0.006853924837133886
3664015,0.01174466187003546
3664016,0.03342939465216964
3664017,0.0022359486709107117
3664018,0.0029295153366696055
3664019,0.0008504404600597457
3664020,0.0025516102496043504
3664021,0.0019215323923948563
3664022,0.002680096998907541
3664023,0.010661939945684078
3664024,0.0014787535565222456
3664025,0.004514930620826118
3664026,0.005437214681767758
3664027,0.0015431133013783232
3664028,0.0012346801009593725
3664029,0.006997254669011895
3664030,0.0014622226812392055
3664031,0.0023246909176434377
3664032,0.0034249247331249962
3664033,0.005810354611735219
3664034,0.007335478366502696
3664035,0.0015539275254767002
3664036,0.0020592090163379776
3664037,0.0008245941677864831
3664038,0.00727799546537085
3664039,0.0050729905392950265
3664040,0.004442469591996622
3664041,0.001320039221028907
3664042,0.0014368131327423502
3664043,0.011327734382136252
3664044,0.002150120824621779
3664045,0.005359240521415687
3664046,0.009672500990821781
3664047,0.0015393417000593797
3664048,0.0022020629811305395
3664049,0.016665054223849545
3664050,0.001533323013008673
3664051,0.014823965001340283
3664052,0.03997468222137599
3664053,0.13614403594800384
3664054,0.00582977138662629
3664055,0.005653286634658011
3664056,0.0039395911621838905
3664057,0.01945965666429663
3664058,0.008717381082032736
3664059,0.0077487070065862095
3664060,0.0020678462799148677
3664061,0.0024593212967463987
3664062,0.003824525849138688
3664063,0.0012771660618486446
3664064,0.002359406550086335
3664065,0.005560866937920994
3664066,0.006840283429284335
3664067,0.004544370244993745
3664068,0.016137539838986407
3664069,0.0041602318042394185
3664070,0.004881108906280984
3664071,0.0029571520032474928
3664072,0.02205373899637991
3664073,0.0024243175637540314
3664074,0.002805496700174191
3664075,0.00610768326709301
3664076,0.0033377037506828284
3664077,0.0016586088665817838
3664078,0.0023725686281836785
3664079,0.022327687527275375
3664080,0.032462082660684344
